FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,SPIELPLATZ_DETAIL,TYP_DETAIL,SE_ANNO_CAD_DATA
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e40,492613,POINT (16.38644468263398 48.15496059647881),Volkspark Laaerberg,10,"Disc-Golf, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Tischtennis, Volleyball","Ballspielplatz, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e3f,492614,POINT (16.384548986054817 48.15598359479888),Volkspark Laaerberg,10,"Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen","Kleinkinderspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e3e,492615,POINT (16.386445601628147 48.15750634351029),Volkspark Laaerberg,10,"Fußball, Klettern, Rutschen, Schaukeln, Tischtennis","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e3d,492616,POINT (16.389711715158743 48.156870493611024),Volkspark Laaerberg,10,"Skaten, Slackline","Skaterpark, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e3c,492617,POINT (16.38789400264902 48.15477770187635),Volkspark Laaerberg,10,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e3b,492618,POINT (16.414950187709945 48.29141376497863),PA Lüssenpromenade,21,"Balancieren, Drehen, Fitness, Fußball, Hängematte, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Skaten, Spieltier, Streetball, Tischtennis, Wippen","Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e3a,492619,POINT (16.353501741407317 48.25845264637137),Beethovenpark,19,"Basketball, Fußball, Kletterm, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e39,492620,POINT (16.344160880831765 48.217002749850025),Gabriele-Possanner-Park,9,"Balancieren, Hüpfen, Karussell, Klettern, Sandspielen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e38,492621,POINT (16.44351252506073 48.25845357519491),Ingeborg-Bachmann-Park,22,"Basketball, Beachvolleyball, Fußball, Klettern, Rutschen, Rutschen. Klettern, Sandspielen, Schaukeln, Skaten, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e37,492622,POINT (16.27162607339569 48.190169597527856),Streckerpark,13,"Fitnessgerät, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e36,492623,POINT (16.386324530391402 48.23412199297472),Mortarapark,20,"Balancieren, Basketball, Drehen, Fitness, Fußball, Hängematte, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Seilbahn, Themenspiel Mädchenspielplatz, Tischtennis, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Spielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e35,492624,POINT (16.303197790139752 48.214010606729005),Karl-Kantner-Park,16,"Balancieren, Fitness",Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e34,492625,POINT (16.304494345154424 48.21417963488992),Karl-Kantner-Park,16,"Balancieren, Basketball, Fitness, Fußball, Karussell, Klettern, Rutschen, Wippen","Ballspielkäfig, Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e33,492626,POINT (16.337256725712376 48.18687685509511),Linsepark,12,"Basketball, Skaten, Volleyball","Ballspielplatz, Skaterpark",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e32,492627,POINT (16.31907136712097 48.19395005758116),PA Wieningerplatz,15,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e31,492628,POINT (16.35640390992445 48.19369623976015),Willi-Frank-Park,5,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Streetball, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e30,492629,POINT (16.33237671295959 48.203565597695146),Vogelweidpark,15,"Fitness, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Skaten, Streetball","Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Skaterpark",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e2f,492630,POINT (16.281131891442783 48.135772509012085),GA Liesinger Platz,23,"Balancieren, Bodenspiel, Wasserspiel, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e2e,492631,POINT (16.358482716105744 48.22335038946879),Liechtensteinpark,9,"Basketball, Fußball, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Seilbahn, Spielhaus, Tischtennis, Trampolin, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e2d,492594,POINT (16.388933180048255 48.25640678566045),PA Mühlschüttelgasse (MA 45),21,"Klettern, Rutschen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e2c,492632,POINT (16.389957506633927 48.15822342702954),PA Endlichergasse,10,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e2b,492633,POINT (16.32582307616034 48.24415057778588),Raimund-Zoder-Park,19,"Balancieren, Rutschen, Sandspielen, Schaukeln, Spieltier, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e2a,492634,POINT (16.28385646654615 48.1415741338564),PA Robinsonweg,23,"Fitness, Motorikspielplatz",Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e29,492635,POINT (16.326139104676344 48.21282996539191),Adele-Jellinek-Park,16,"Balancieren, Brettspiel, Hängematte, Tischtennis","Ballspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e28,492636,POINT (16.482351779753557 48.21734725089356),Astrid-Lindgren-Park,22,"Balancieren, Klangspiel, Klettern, Rutschen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e27,492637,POINT (16.403510034695213 48.16441803068401),PA Löwygrube,10,"Fußball, Klettern, Rutschen, Schaukeln, Seilbahn, Spielhaus, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e26,492638,POINT (16.390483694249703 48.21002482784035),Ida-Bohatta-Park,3,"Balancieren, Basketball, Fußball, Klettern, Reck, Rutschen, Schaukeln","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e25,492639,POINT (16.365061261939466 48.180602175752234),Waldmüllerpark,10,"Basketball, Beachvolleyball, Fußball, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Seilbahn, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e24,492640,POINT (16.33061333081481 48.2457148947513),PA Börnergasse,19,"Basketball, Klettern, Rutschen, Sandspielen, Seilbahn, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e23,492641,POINT (16.41757877392813 48.22215445399157),Donauinsel Spielplatz 4,22,"Klettern, Rutschen, Sand-Matsch, Schaukeln, Seilbahn, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e22,492642,POINT (16.31241160168291 48.21544254898048),PA Mildeplatz,16,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Volleyball, Wippen","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e21,492643,POINT (16.42487324196802 48.225968008699105),PA Schüttauplatz,22,"Karusell, Klettern, Rutschen, Sand-Match, Schaukeln, Spieltier, Wasserspiel, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e20,492644,POINT (16.415107028400328 48.25289389497352),PA Donaufelder Straße,21,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Skaten, Streetball, Wippen","Ballspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e1f,492645,POINT (16.38085241970353 48.15487265315444),PA Fingergasse,10,"Basketball, Fußball",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e1e,492646,POINT (16.333241366147757 48.208757147835925),PA Hofferplatz,16,"Basketball, Drehen, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Volleyball, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e1d,492647,POINT (16.288643916280783 48.13730485366996),PA Fröhlichgasse,23,Fußball,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e1c,492648,POINT (16.37518633736619 48.15196402264009),PA Pichelmayergasse,10,"Klettern, Rutschen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e1b,492649,POINT (16.32392014426799 48.22456176019754),Christine-Nöstlinger-Park,17,"Fitness, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Skaten, Spielhaus, Streetball, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Skaterpark",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e1a,492650,POINT (16.324040700180785 48.225592954992194),Christine-Nöstlinger-Park,17,Slackline,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e19,492651,POINT (16.35305875435744 48.21619545768844),PA Altes AKH,9,", Drehen, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e18,492652,POINT (16.38798419850655 48.213673196630694),Vorkai - Praterufer,2,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Volleyball, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e17,492653,POINT (16.393094149425767 48.251277539455685),Wasserpark,21,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e16,492654,POINT (16.395393955935464 48.2522548302779),Wasserpark,21,"Balancieren, Basketball, Drehen, Fußball, Hängematte, Hüpfen, Karussell, Klangspiel, Klettern, Rodelhügel, Rutschen, Sandspielen, Schaukeln, Spieltier, Tischtennis, Trampolin, Wippen","Ballspielkäfig, Ballspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e15,492655,POINT (16.445257565928657 48.271872353529446),PA Else-Feldmann-Promenade,21,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spieltier, Wasserspiel, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e14,492656,POINT (16.406652129902223 48.24710150333458),PA Dragonerhäufel,21,"Basketball, Beachvolleyball, Tischtennis",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e13,492657,POINT (16.367613404194508 48.21455792370546),Hermann-Gmeiner-Park,1,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e12,492658,POINT (16.41484405564166 48.166752357764764),Luise-Montag-Park,11,Rodelhügel,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e11,492659,POINT (16.416051428276372 48.16745821703907),Luise-Montag-Park,11,"Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e10,492660,POINT (16.41710818767053 48.16802566867906),Luise-Montag-Park,11,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e0f,492661,POINT (16.4175411374223 48.23113701723859),PA Weissauweg,22,"Balancieren, Basketball, Fußball, Hängematte, Volleyball","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e0e,492662,POINT (16.418705795876136 48.231497567932266),PA Weissauweg,22,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e0d,492663,POINT (16.433642944535272 48.25449427322233),Gusti-Wolf-Park,22,"Basketball, Fitness, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e0c,492664,POINT (16.44160796003662 48.24523721643026),Jakob-Rosenfeld-Park,22,"Balancieren, Hängematte, Karussell, Klettern, Sandspiel, Schaukeln, Themenspiel Dschungel, Wasserspiel, Wippe",Themenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e0b,492665,POINT (16.27172795939708 48.166413333351684),PA Lainzerbachstraße,13,"Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e0a,492666,POINT (16.366755403876038 48.25385246869134),Hilde-Spiel-Park,19,"Basketball, Beachvolleyball, Fitness, Fußball, Slackline","Ballspielkäfig, Generationenspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e09,492667,POINT (16.307093137272854 48.2011929394534),Ordeltpark,14,"Basketball, Fußball, Klettern, Malen, Reck, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e08,492668,POINT (16.407258278459167 48.25533647758513),Joseph-Samuel-Bloch-Park,21,"Klettern, Rutschen, Sandspielen, Schaukeln, Slackline, Wasserspiel, Wippen","Kleinkinderspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e07,492669,POINT (16.332549131133266 48.17631947623491),Grete-Salzer-Park,12,"Karussell, Klettern, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e06,492670,POINT (16.396481201748642 48.22590920680427),Rudolf-Bednar-Park,2,"Balancieren, Basketball, Karussell, Klettern, Reck, Rutschen, Schaukeln, Skaten, Tischtennis, Volleyball, Wippen","Ballspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e05,492701,POINT (16.289892265856132 48.15438357816455),PA Tullnertalgasse,23,"Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e04,492702,POINT (16.28699585149451 48.1731427272187),PA Himmelbaurgasse,13,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e03,492703,POINT (16.342340704151752 48.21201407533497),GA Bennoplatz,8,"Basketball, Fußball, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Streetball, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e02,492704,POINT (16.33906666848341 48.19413577884224),GA Mariahilfer Gürtel,15,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e01,492705,POINT (16.368326951674455 48.17504286734827),Laubepark,10,"Dreifachreck, Fitness, Fußball, Karussell, Klettern, Kreisel, Rutschen, Sand-Matsch, Schaukeln, Streetball, Tischtennis, Trampolin, Volleyball","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e00,492706,POINT (16.365577432396055 48.1660427143237),PA Rudolfshügelgasse,10,"Basketball, Fußball, Klettern","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dff,492707,POINT (16.344820408982386 48.22524756662519),PA Kutschkergasse,18,"Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dfe,492708,POINT (16.455811903979907 48.25279978509337),PA Ernst-Jandl-Weg,22,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dfd,492709,POINT (16.47690384246203 48.21856335349574),PA Eibengasse,22,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dfc,492710,POINT (16.360006853538543 48.186563008994824),PA Zentaplatz,5,"Rutsche, Schaukel, Spielschiff, Wippe",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dfb,492671,POINT (16.39766317758105 48.226673644646304),Rudolf-Bednar-Park,2,"Balancieren, Fitness, Karussell, Klettern, Rutschen, Sand-Matsch, Schaukeln, Spielhaus, Wasserspiel, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dfa,492672,POINT (16.326799110121165 48.164718719591455),Miep-Gies-Park,12,"Balancieren, Fitness, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spieltisch, Wippen","Kleinkinderspielplatz, Spielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-df9,492673,POINT (16.381447455589665 48.15389720055068),PA Favoritenstraße,10,"Drehen, Schaukeln, Tischtennis","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-df8,492674,POINT (16.40423629778719 48.195966015676134),Bock-Park,3,"Klettern, Schaukeln, Streetball","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-df7,492675,POINT (16.36133736934565 48.19866745216867),Alfred-Grünwald-Park,6,"Fußball, Klettern, Rodelhügel, Rutschen, Sandspielen, Schaukeln, Seilbahn, Streetball, Wasserspiel, Wippen","Ballspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-df6,492676,POINT (16.3513348578932 48.18021594084779),Herweghpark,5,"Basketball, Fußball, Tischtennis","Ballspielkäfig, Ballspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-df5,492677,POINT (16.357600377686598 48.23016298690294),PA Augasse,9,"Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-df4,492678,POINT (16.492206352091543 48.24812487063365),PA Feuerwehrspielplatz,22,"Balancieren, Hängematte, Klettern, Rutschen, Schaukeln, Themenspiel Feuerwehr, Wasserspiel, Wippen",Themenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-df3,492679,POINT (16.49279775764789 48.24887513731667),PA Feuerwehrspielplatz,22,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-df2,492680,POINT (16.31286500491959 48.12864571810131),PA Basler Gasse,23,"Fußball, Karussell, Klettern, Rutschen, Schaukeln, Wasserspiel","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-df1,492681,POINT (16.30611624769883 48.169323910452235),PA Schlöglgasse,12,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-df0,492682,POINT (16.432032875455135 48.28790241850419),Alma-Rosé-Park,21,"Fitness, Klettern, Sand-Matsch","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-def,492683,POINT (16.364524924271514 48.21758175690362),Erwin-Ringel-Park,9,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dee,492684,POINT (16.339705307271743 48.18138061694669),Steinbauerpark,12,"Basketball, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Slackline, Tischtennis, Volleyball, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ded,492685,POINT (16.34265567234542 48.18761900918963),Stefan-Weber-Park,5,"Basketball, Beachvolleyball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dec,492686,POINT (16.345060917123977 48.184775382812894),Stefan-Weber-Park,5,"Basketball, Tischtennis","Ballspielkäfig, Ballspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-deb,492687,POINT (16.470328741607748 48.227506605744104),GA Zschokkegasse,22,"Klettern, Rutschen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dea,492688,POINT (16.32127709791178 48.22422979179726),Clemens-Krauss-Park,17,", Karussell, Rutschen, Sandspielen, Spielhaus, WIppen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-de9,492689,POINT (16.34790104477436 48.24971694459665),PA Hungerbergstraße,19,"Basketball, Klettern, Rutschen, Sandspielen, Schaukeln, WIppen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-de8,492690,POINT (16.336713974107997 48.22352897927623),PA Johann-Nepomuk-Vogl-Platz,18,"Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-de7,492691,POINT (16.494952904750814 48.27795335576904),GA Süßenbrunner Platz,22,"Hängematte, Karussel",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-de6,492692,POINT (16.32781038763568 48.1804600807211),Christine-Busta-Park,12,"Basketball, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-de5,492693,POINT (16.480648549984398 48.2374904341202),PA Quadenstraße,22,Streetball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-de4,492694,POINT (16.53200724112842 48.24948873574027),PA Breitenleer Straße,22,"Karussell, Klettern, Rutschen, Wippe",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-de3,492695,POINT (16.365239403034796 48.19156465111497),Rubenspark,4,"Basketball, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-de2,492696,POINT (16.35054551023231 48.2123828220305),Schönbornpark,8,"Basketball, Beachvolleyball, Bodenspiel, Drehen, Fußball, Klettern, Reck, Rutschen, Sand-Matsch, Schaukeln, Spielhaus, Tischtennis, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-de1,492697,POINT (16.496894251275897 48.17336234923672),Linker Donaudamm Spielplatz 5,22,"Beachvolleyball, Karussell, Schaukeln, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-de0,492698,POINT (16.270189942054223 48.15111064625241),Rathauspark (Mauer),23,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ddf,492699,POINT (16.402383404464665 48.18409804137221),Hans-Pemmer-Park,3,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dde,492700,POINT (16.484395208607307 48.2213371934989),PA Pilotengasse,22,"Balancieren, Fußball, Klettern, Schaukeln, Themenspiel Piloten, Volleyball, Wippen","Ballspielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ddd,492711,POINT (16.314469960764583 48.22501149020881),PA Dr.-Josef-Resch-Platz,17,"Klettern, Reck, Rutschen, Sandkspielen, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ddc,492712,POINT (16.273681261415046 48.16465933059268),Anna-Freud-Park,13,"Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ddb,492713,POINT (16.274731530174193 48.16464136484003),Anna-Freud-Park,13,Basketball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dda,492714,POINT (16.337642956181053 48.24304202510012),PA In der Krim,19,"Balancieren, Basketball, Rutschen, Sandspielen, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dd9,492715,POINT (16.44884780309043 48.27218141315248),PA Gitlbauergasse,21,"Basketball, Beachvolleyball, Drehscheibe, Fitness, Fußball, Parkour, Schaukel, Seilbahn, Skaten","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dd8,492716,POINT (16.31339783837676 48.130651016599046),PA Siedlung Wienerflur,23,"Basketball, Fitness, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Wippen","Ballspielkäfig, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
